Moschettone SX
t1: 56:34:88:66:fc:a2
Moschettone DX
t2: AB:67:88:FC:10:b6
Sternale
t3: AB:67:88:FC:10:b6

PAN;PT1;PT2;AxAN;AyAN;AzAN;AxTM1;AyTM1;AzTM1;AxTR1;AyTR1;AzTR1;AxTM2;AyTM2;AzTM2;AxTR2;AyTR2;AzTR2;GxAN;GyAN;GzAN;GxTM1;GyTM1;GzTM1;GxTR1;GyTR1;GzTR1;GxTM2;GyTM2;GzTM2;GxTR2;GyTR2;GzTR2;TIMESTAMP
98662.398;98719.356;98683.889;434.137;811.910;800.625;-777.567;245.830;-571.021;232.105;-829.600;521.184;-708.942;241.438;-641.659;268.095;-729.682;648.857;1837.500;-43347.500;-5110.000;227.500;-612.500;-157.500;-630.000;595.000;-87.500;962.500;-192.500;262.500;-770.000;122.500;-472.500;1719306554580;
98662.398;98719.011;98683.993;617.991;534.970;624.518;-777.384;246.623;-564.982;237.656;-832.406;514.230;-719.922;247.355;-638.182;280.722;-740.052;634.217;-6160.000;38657.500;2415.000;-140.000;-612.500;-297.500;-525.000;280.000;-17.500;735.000;-612.500;280.000;-1085.000;-52.500;-490.000;1719306554624;
98662.186;98719.011;98683.993;98.454;832.345;643.855;-771.467;230.824;-618.723;217.465;-824.232;552.172;-723.277;284.382;-623.054;310.795;-742.065;597.373;-9800.000;50347.500;-980.000;-245.000;-787.500;-297.500;-525.000;280.000;52.500;1085.000;140.000;52.500;-490.000;227.500;-332.500;1719306554663;
98662.186;98719.011;98684.058;133.224;882.609;605.425;-771.650;246.562;-481.473;248.514;-837.408;476.715;-720.654;262.849;-591.639;292.434;-738.832;602.436;-8400.000;35595.000;-3202.500;-17.500;-140.000;-472.500;-52.500;385.000;52.500;1225.000;612.500;-70.000;-245.000;192.500;-157.500;1719306554677;
98661.818;98719.100;98684.058;386.496;826.001;681.736;-774.273;210.816;-700.341;192.882;-816.973;580.964;-703.818;250.283;-578.463;266.875;-729.072;648.186;-7280.000;36225.000;-2625.000;-962.500;-2170.000;-280.000;-1365.000;87.500;175.000;227.500;-472.500;70.000;-1207.500;-682.500;-227.500;1719306554717;
98661.818;98719.100;98684.058;361.425;775.737;678.503;-781.105;252.601;-562.115;228.445;-827.587;537.654;-700.951;226.493;-684.664;255.895;-726.754;661.545;-7647.500;46375.000;5950.000;192.500;-105.000;-350.000;-472.500;490.000;52.500;1032.500;-87.500;70.000;-630.000;367.500;-332.500;1719306554773;
98661.818;98718.879;98684.058;329.034;771.589;681.858;-780.312;252.845;-558.821;235.033;-832.467;517.585;-735.233;276.696;-638.182;292.922;-744.627;610.854;-7752.500;50347.500;5600.000;140.000;-315.000;-332.500;-210.000;525.000;52.500;682.500;-892.500;210.000;-857.500;245.000;-402.500;1719306554790;
98661.242;98718.879;98684.058;273.463;699.182;527.589;-768.783;241.255;-553.575;221.979;-821.243;537.654;-719.800;259.799;-637.938;276.025;-733.159;637.389;-8680.000;52657.500;3780.000;262.500;0.000;-367.500;-17.500;595.000;70.000;682.500;-315.000;157.500;-682.500;-87.500;-350.000;1719306554798;
98661.242;98718.879;98684.108;310.124;775.615;598.898;-767.685;223.870;-619.760;203.374;-816.729;571.570;-719.007;247.782;-676.307;268.156;-733.098;653.249;-14840.000;49770.000;87.500;-52.500;-752.500;-227.500;-350.000;577.500;0.000;490.000;-542.500;157.500;-892.500;-280.000;-332.500;1719306554804;
98661.242;98718.879;98684.108;300.242;766.770;639.402;-769.393;239.181;-550.037;205.204;-816.241;518.988;-721.203;254.980;-660.386;280.966;-743.468;634.949;-18795.000;46760.000;-2625.000;875.000;175.000;-175.000;-35.000;1015.000;-210.000;752.500;-175.000;35.000;-665.000;-17.500;-297.500;1719306554813;
98661.242;98718.879;98684.108;300.242;766.770;639.402;-794.525;272.670;-525.637;264.801;-847.595;474.092;-706.624;239.303;-629.886;259.860;-727.303;654.469;-18795.000;46760.000;-2625.000;472.500;-437.500;-35.000;-472.500;735.000;-157.500;910.000;70.000;70.000;-525.000;52.500;-297.500;1719306554820;
98661.242;98718.879;98684.108;252.784;748.104;707.356;-778.726;241.743;-573.278;218.868;-822.707;543.083;-705.770;217.831;-702.232;248.514;-721.020;672.159;-28980.000;31307.500;-8890.000;-157.500;-752.500;-210.000;-525.000;367.500;17.500;1137.500;-157.500;245.000;-472.500;560.000;-472.500;1719306554842;
98661.242;98719.175;98684.108;252.784;748.104;707.356;-770.491;227.103;-612.623;212.585;-819.779;554.246;-705.587;242.536;-628.422;282.674;-734.867;630.435;-28980.000;31307.500;-8890.000;-122.500;-717.500;-280.000;-420.000;402.500;0.000;1557.500;175.000;367.500;-612.500;525.000;-595.000;1719306554849;
98661.242;98719.175;98684.285;274.378;734.562;723.338;-777.140;256.566;-533.994;242.902;-834.907;510.082;-733.464;276.330;-612.135;294.447;-745.908;619.028;-29960.000;24955.000;-12407.500;210.000;-350.000;-210.000;-577.500;367.500;-87.500;770.000;-525.000;297.500;-892.500;-140.000;-490.000;1719306554857;
98661.242;98719.175;98684.285;306.525;673.684;762.500;-776.164;243.817;-599.691;235.887;-831.918;525.698;-707.966;227.103;-682.834;261.385;-725.473;664.534;-28542.500;20755.000;-15575.000;52.500;-525.000;-245.000;-647.500;367.500;-17.500;490.000;-577.500;192.500;-875.000;-262.500;-332.500;1719306554864;
98660.853;98719.175;98684.116;282.308;483.120;837.835;-766.038;230.946;-588.101;214.293;-820.267;550.098;-714.005;240.584;-669.231;260.470;-727.303;663.741;-21770.000;29295.000;-11690.000;350.000;-175.000;-227.500;-157.500;735.000;-87.500;980.000;-245.000;332.500;-630.000;192.500;-455.000;1719306554902;
98660.853;98719.175;98684.116;393.145;454.816;725.107;-780.007;251.503;-574.315;228.201;-826.611;533.933;-691.679;219.112;-728.401;254.675;-677.466;658.861;-2152.500;51835.000;6370.000;577.500;-52.500;-87.500;-122.500;840.000;-175.000;1872.500;840.000;350.000;857.500;1785.000;-682.500;1719306554948;
98660.804;98719.438;98684.116;421.876;658.068;715.713;-776.835;252.235;-579.622;237.717;-832.467;518.378;-729.682;243.268;-812.154;284.504;-693.936;652.761;-4795.000;52535.000;10237.500;507.500;437.500;-280.000;297.500;787.500;-35.000;5950.000;5232.500;-262.500;3080.000;3780.000;-507.500;1719306554970;
98660.804;98719.438;98684.085;322.446;613.965;668.255;-766.953;260.836;-725.473;263.032;-924.394;661.057;-754.326;272.365;-558.089;250.832;-704.611;608.292;-4777.500;74182.500;8417.500;4812.500;5967.500;647.500;6860.000;6142.500;-910.000;8820.000;7017.500;-665.000;3850.000;8032.500;52.500;1719306555000;
98659.857;98719.536;98684.085;341.539;783.606;457.134;-788.608;272.548;-629.093;267.607;-821.121;549.183;-720.349;277.977;-692.838;284.382;-735.294;653.371;-11147.500;39270.000;-1855.000;5967.500;3762.500;2940.000;4970.000;7857.500;-3167.500;7070.000;3675.000;-175.000;3045.000;6387.500;-122.500;1719306555045;
98659.857;98719.536;98684.085;319.335;773.236;421.998;-730.658;360.144;-705.831;261.080;-781.532;573.766;-672.525;341.539;-819.657;278.709;-685.884;703.757;-12232.500;30187.500;-3727.500;10815.000;6877.500;4182.500;6965.000;10657.500;-3902.500;15067.500;8470.000;1470.000;6807.500;13387.500;-1120.000;1719306555053;
98659.857;98719.536;98684.085;390.522;537.471;520.635;-680.882;434.930;-777.140;253.699;-726.449;625.921;-685.213;339.648;-842.349;305.000;-712.785;746.274;-11777.500;-437.500;-2117.500;15820.000;12075.000;10360.000;12162.500;16030.000;-9922.500;17342.500;11375.000;3972.500;12372.500;18830.000;-6177.500;1719306555083;
98659.079;98719.536;98684.121;385.276;478.301;427.854;-690.337;451.827;-803.858;261.690;-729.804;632.753;-696.681;324.276;-918.477;289.689;-697.657;774.456;-11217.500;16975.000;4007.500;18655.000;15190.000;15067.500;15365.000;19057.500;-14612.500;32252.500;32655.000;19477.500;33985.000;33862.500;-22627.500;1719306555112;
98659.079;98719.632;98684.121;385.276;478.301;427.854;-655.689;435.662;-858.392;261.568;-698.023;712.846;-697.169;280.112;-878.827;308.233;-701.988;732.061;-11217.500;16975.000;4007.500;30362.500;27387.500;28980.000;27895.000;31412.500;-28857.500;34685.000;42700.000;20982.500;39095.000;34930.000;-23222.500;1719306555120;
98659.079;98719.632;98684.121;345.382;506.422;478.423;-675.148;366.976;-822.463;304.512;-731.939;705.038;-715.835;310.978;-816.973;305.061;-691.679;760.731;-9922.500;25602.500;4182.500;41317.500;35472.500;35280.000;36277.500;42822.500;-34877.500;35192.500;47180.000;21367.500;47110.000;36750.000;-24605.000;1719306555128;
98659.079;98719.632;98684.121;338.367;490.440;432.185;-712.724;331.474;-835.700;270.657;-720.715;605.486;-645.258;339.831;-683.627;303.658;-672.403;787.937;-7840.000;27002.500;2380.000;46900.000;38797.500;36487.500;40442.500;48212.500;-35945.000;41090.000;49682.500;22995.000;47810.000;40495.000;-25427.500;1719306555135;
98659.079;98719.632;98684.050;305.122;507.764;411.811;-702.537;287.737;-668.316;262.605;-778.055;624.762;-621.285;354.898;-587.064;309.636;-633.546;793.427;-8785.000;31097.500;-297.500;54110.000;44712.500;37572.500;46287.500;55247.500;-36925.000;46532.500;47530.000;24307.500;41580.000;52447.500;-27335.000;1719306555144;
98659.079;98719.632;98684.050;237.717;501.664;431.880;-736.209;283.894;-435.845;273.158;-782.874;570.350;-596.458;358.985;-455.182;321.592;-594.750;804.895;-10727.500;33057.500;-4427.500;55020.000;44870.000;36785.000;47180.000;56472.500;-36592.500;61600.000;35717.500;26932.500;34790.000;60200.000;-28035.000;1719306555158;
98659.079;98719.632;98684.050;213.622;473.787;459.696;-808.860;228.933;-388.753;222.589;-790.926;451.095;-476.288;30.317;-480.436;308.538;-1037.976;-91.561;-11987.500;28420.000;-7315.000;50540.000;42192.500;36592.500;43190.000;49630.000;-36050.000;46655.000;30922.500;27667.500;24500.000;58730.000;-28892.500;1719306555164;
98659.079;98719.557;98684.050;11.041;212.463;228.872;-1051.701;-134.017;-419.314;40.504;-1009.001;460.245;-245.403;-17.507;-162.016;64.172;-414.007;724.497;-10745.000;16922.500;-9555.000;36347.500;29732.500;31482.500;31692.500;32567.500;-28997.500;9047.500;33565.000;26355.000;31500.000;14262.500;-28070.000;1719306555181;
98658.274;98719.557;98684.050;-147.559;447.191;570.899;-782.752;-190.564;-272.182;-207.766;-446.764;610.915;-798.978;191.601;-246.562;284.870;-743.773;524.356;24272.500;6912.500;-21647.500;6667.500;13405.000;19705.000;23432.500;14367.500;-20720.000;-23590.000;12670.000;34212.500;12495.000;-21857.500;-36032.500;1719306555194;
98658.274;98719.557;98684.094;8.235;367.464;1148.996;-717.726;143.411;-457.195;378.444;-882.975;340.380;-947.635;156.465;-490.440;570.899;-1004.792;428.220;-6790.000;57767.500;-18707.500;-3482.500;-1137.500;-1925.000;525.000;1085.000;-455.000;-23992.500;6597.500;28350.000;6370.000;-23345.000;-31797.500;1719306555224;
98658.274;98719.895;98684.094;-54.900;588.467;919.209;-812.825;322.507;-753.960;252.723;-753.472;719.007;-448.350;-12.017;-647.759;35.441;-521.306;841.190;-16782.500;31150.000;-7787.500;-23170.000;-12880.000;-3097.500;-13247.500;-21402.500;2432.500;-27492.500;455.000;15400.000;857.500;-27405.000;-16712.500;1719306555254;
98657.703;98719.895;98684.094;-36.295;510.021;855.037;-759.023;442.921;-765.489;494.466;-798.490;600.179;-498.797;15.738;-659.105;297.863;-764.452;777.689;7245.000;16257.500;-5617.500;-10412.500;-5040.000;-3290.000;-7367.500;-13177.500;3430.000;-36435.000;-4917.500;17027.500;-8295.000;-39130.000;-18567.500;1719306555279;
98657.703;98719.895;98684.094;46.726;476.898;877.729;-645.441;98.576;-716.445;216.245;-764.147;624.213;-822.829;233.386;-775.798;510.204;-847.473;733.403;14682.500;4917.500;-11935.000;-6422.500;-2922.500;-3010.000;-3605.000;-6842.500;2327.500;-28735.000;-6720.000;11252.500;-7577.500;-31517.500;-13142.500;1719306555285;
98657.703;98719.895;98684.094;-25.254;544.974;722.667;-690.947;156.465;-809.836;55.693;-680.699;780.312;-782.081;214.110;-817.156;228.933;-629.398;781.410;19110.000;-3850.000;-22032.500;-10552.500;-6352.500;-2537.500;-5705.000;-8785.000;2030.000;-14280.000;-4305.000;3290.000;-2992.500;-7315.000;1277.500;1719306555293;
98657.703;98719.758;98683.763;22.265;601.216;861.320;-699.609;561.078;-741.821;366.549;-748.592;623.176;-723.094;302.804;-792.451;412.543;-732.366;776.408;13335.000;-11305.000;-26897.500;-8575.000;-4655.000;-1750.000;-6160.000;-9870.000;1662.500;-8925.000;-5057.500;1452.500;-5495.000;-10447.500;-1995.000;1719306555308;
98657.703;98719.758;98683.763;185.013;745.786;845.216;-663.375;224.663;-623.603;306.159;-759.084;609.085;-789.157;450.607;-828.014;576.389;-810.080;606.340;11287.500;-20422.500;-38167.500;3832.500;3150.000;-1032.500;2065.000;2222.500;840.000;350.000;-2450.000;-2117.500;-3272.500;-1435.000;1522.500;1719306555323;
98657.703;98719.758;98683.763;289.018;809.409;786.595;-579.439;-1.281;-635.315;71.492;-662.460;782.203;-467.199;190.137;-711.260;56.852;-484.584;770.796;12862.500;-22977.500;-41247.500;1592.500;1277.500;-857.500;-1190.000;-1260.000;-210.000;4200.000;1435.000;-2362.500;1155.000;3920.000;2625.000;1719306555338;
98657.333;98719.758;98683.712;232.166;629.276;530.578;-722.484;388.692;-787.754;302.499;-780.800;653.798;-646.905;347.456;-712.541;367.464;-668.316;675.148;23975.000;-29522.500;-69982.500;-3185.000;-2257.500;192.500;-2607.500;-2747.500;-630.000;5810.000;2537.500;-472.500;1680.000;4935.000;280.000;1719306555383;
98657.333;98719.758;98683.712;200.019;597.251;598.288;-780.861;404.308;-711.443;305.854;-752.252;573.217;-535.885;171.471;-759.816;127.063;-553.575;813.191;23905.000;-29610.000;-72922.500;2100.000;630.000;262.500;2887.500;4935.000;-122.500;2012.500;2100.000;3027.500;1680.000;1470.000;-3255.000;1719306555397;
98657.333;98719.758;98683.712;65.575;466.955;520.818;-601.582;200.934;-622.200;154.452;-661.667;644.099;-585.356;141.642;-785.009;340.197;-692.289;774.212;28017.500;-47845.000;-81760.000;4742.500;3080.000;1732.500;3447.500;5390.000;-1540.000;-717.500;805.000;4480.000;140.000;-1295.000;-4882.500;1719306555412;
98656.932;98719.215;98683.712;62.525;293.837;398.086;-680.211;12.566;-754.143;173.789;-741.821;733.952;-581.879;295.301;-689.849;242.536;-590.663;695.522;34107.500;-86800.000;-79695.000;805.000;892.500;3255.000;122.500;1855.000;-1872.500;8907.500;4340.000;1120.000;3780.000;8085.000;-1382.500;1719306555442;
98656.932;98719.215;98683.909;62.525;293.837;398.086;-727.303;360.083;-724.253;324.703;-781.593;616.527;-536.373;183.061;-689.361;167.018;-566.568;766.099;34107.500;-86800.000;-79695.000;2502.500;385.000;700.000;262.500;2642.500;-892.500;3955.000;3430.000;3657.500;2870.000;3185.000;-4060.000;1719306555450;
98656.932;98719.215;98683.909;70.211;251.442;353.495;-708.454;414.434;-609.817;348.371;-762.744;541.131;-739.503;242.109;-646.722;424.560;-770.613;632.814;34370.000;-96390.000;-77315.000;7892.500;4060.000;2012.500;4462.500;8190.000;-2047.500;-665.000;735.000;4025.000;227.500;-1067.500;-4217.500;1719306555457;
98656.932;98719.215;98683.909;125.050;214.171;256.871;-638.365;182.451;-598.715;148.535;-696.193;623.847;-700.768;335.378;-558.089;407.358;-710.955;576.267;33040.000;-102095.000;-74375.000;6912.500;4340.000;3622.500;4795.000;7367.500;-3745.000;1662.500;700.000;332.500;87.500;875.000;-472.500;1719306555465;
98656.932;98719.215;98683.909;166.530;204.960;251.015;-695.644;252.052;-614.087;264.313;-758.108;573.095;-601.948;147.132;-619.333;214.110;-633.729;726.876;30782.500;-97090.000;-70787.500;2607.500;455.000;700.000;630.000;2835.000;-805.000;-5197.500;-2852.500;-1225.000;-3115.000;-6475.000;1155.000;1719306555480;
98656.932;98719.100;98683.909;250.100;219.051;324.459;-703.147;163.419;-507.337;196.603;-759.572;556.503;-648.308;157.380;-595.482;278.953;-679.418;685.274;30747.500;-77192.500;-61547.500;-2397.500;-1942.500;-1050.000;-1452.500;-2310.000;910.000;-9625.000;-5582.500;-2187.500;-5810.000;-10972.500;2292.500;1719306555494;
98656.580;98719.100;98683.909;294.386;467.199;586.027;-711.504;97.905;-524.112;181.292;-776.835;556.076;-701.378;215.879;-530.517;336.171;-722.972;612.562;33565.000;-49385.000;-56280.000;-7350.000;-4550.000;-2502.500;-4462.500;-7612.500;2275.000;-17045.000;-11340.000;-6055.000;-11322.500;-18795.000;6405.000;1719306555517;
98656.580;98719.076;98684.568;290.726;907.070;849.791;-772.443;134.383;-411.384;156.831;-748.653;508.557;-669.902;194.102;-456.219;306.037;-701.073;590.114;23957.500;-29662.500;-45640.000;-57767.500;-28997.500;-16730.000;-27352.500;-50942.500;13492.500;-21192.500;-14367.500;-8242.500;-14507.500;-22977.500;8785.000;1719306555554;
98656.580;98719.076;98684.568;336.232;957.578;983.198;-818.254;258.457;-442.433;341.112;-807.335;444.385;-763.537;264.496;-523.929;355.508;-759.572;588.711;16292.500;-26040.000;-44817.500;-64137.500;-31990.000;-19967.500;-35630.000;-65817.500;18795.000;-51397.500;-34807.500;-17150.000;-33705.000;-53200.000;18427.500;1719306555578;
98656.952;98719.076;98684.561;374.845;981.002;1113.128;-718.946;326.594;-633.851;297.558;-708.637;534.787;-612.562;200.446;-742.248;246.806;-623.176;759.938;-2677.500;16502.500;-27545.000;-71120.000;-35962.500;-19705.000;-37240.000;-69002.500;18637.500;-50120.000;-37082.500;-22785.000;-35472.500;-52097.500;23905.000;1719306555637;
98656.952;98719.076;98684.561;204.289;999.302;1245.559;-846.619;102.846;-749.934;231.312;-710.894;702.964;-672.464;415.166;-819.352;456.951;-678.076;716.201;-2520.000;29662.500;-17325.000;-70192.500;-36102.500;-21105.000;-38255.000;-69562.500;21122.500;-41842.500;-34825.000;-26862.500;-31465.000;-46620.000;27562.500;1719306555653;
98656.952;98719.076;98684.561;204.289;999.302;1245.559;-851.377;309.026;-755.424;328.546;-852.780;638.060;-629.520;168.665;-870.897;22.143;-410.347;714.127;-2520.000;29662.500;-17325.000;-66325.000;-35402.500;-23275.000;-38360.000;-66762.500;20860.000;3535.000;-29225.000;-22470.000;-16555.000;-35.000;24517.500;1719306555660;
98657.240;98718.630;98684.561;193.614;1000.949;1351.821;-601.216;569.313;-649.528;356.728;-781.654;616.527;-630.923;409.066;-690.642;321.165;-681.797;586.454;-2257.500;35262.500;-16975.000;-62457.500;-31815.000;-24010.000;-34125.000;-56805.000;18690.000;11585.000;-3430.000;-10867.500;-10342.500;12652.500;16450.000;1719306555667;
98657.240;98718.630;98684.561;372.161;857.782;1245.864;-732.244;183.244;-1161.562;437.370;-1094.096;739.564;-637.267;430.111;-660.996;340.197;-670.268;585.905;10482.500;39497.500;-23695.000;-18602.500;-35175.000;-22907.500;-31377.500;-36452.500;19880.000;7490.000;1015.000;-8627.500;1627.500;5110.000;7402.500;1719306555683;
98657.240;98718.630;98684.783;271.023;838.323;1023.092;-301.645;484.218;-789.401;273.768;-660.325;599.203;-570.167;302.133;-734.257;245.769;-591.944;640.439;16747.500;65275.000;-29645.000;-7525.000;-5705.000;-24727.500;-8032.500;-1032.500;16520.000;-5932.500;4305.000;52.500;3675.000;-962.500;2870.000;1719306555704;
98657.240;98718.630;98684.783;57.889;866.749;846.802;-605.486;491.538;-597.190;330.132;-651.968;445.849;-612.684;317.139;-849.181;313.479;-632.265;991.250;18060.000;80920.000;-30992.500;3062.500;1032.500;-7577.500;-1172.500;2677.500;8732.500;-12810.000;5425.000;4217.500;5722.500;-13632.500;-6405.000;1719306555727;
98657.212;98718.630;98684.783;-116.327;821.548;848.815;-699.487;264.191;-619.150;235.704;-787.205;619.516;-620.858;374.418;-741.882;286.212;-615.856;613.477;14157.500;80955.000;-26617.500;1575.000;2590.000;-1050.000;3097.500;2240.000;1102.500;11462.500;7997.500;9800.000;8295.000;9730.000;-11235.000;1719306555743;
98657.212;98718.681;98684.783;-153.049;920.368;819.108;-643.184;474.153;-650.077;294.142;-695.949;513.864;-614.026;274.683;-616.893;317.627;-764.025;545.401;3080.000;64260.000;-13947.500;3745.000;3815.000;2135.000;2572.500;3167.500;-2012.500;1872.500;10710.000;16012.500;6160.000;4952.500;-17307.500;1719306555764;
98657.212;98718.681;98685.051;-126.697;1004.853;858.514;-710.406;454.267;-629.581;317.932;-760.975;468.297;-739.320;348.432;-656.177;469.395;-763.049;606.279;-2957.500;59832.500;-11392.500;6107.500;6912.500;6615.000;6475.000;6300.000;-6370.000;1190.000;10657.500;15925.000;7315.000;2537.500;-16012.500;1719306555773;
98657.212;98718.681;98685.051;-119.926;1094.157;896.334;-725.168;602.192;-549.915;447.923;-768.234;383.690;-734.745;423.645;-682.407;400.343;-699.121;625.067;-10657.500;57540.000;-10727.500;10132.500;10045.000;11655.000;9537.500;10517.500;-11882.500;10377.500;12617.500;12250.000;11935.000;11095.000;-13142.500;1719306555794;
98657.212;98719.039;98685.051;-145.058;1177.422;1058.228;-709.674;498.004;-588.467;361.425;-759.694;514.291;-611.220;351.543;-792.695;354.166;-660.935;684.237;-17867.500;57820.000;-14665.000;10430.000;12670.000;15382.500;12530.000;11480.000;-15645.000;8015.000;15487.500;18270.000;14437.500;8680.000;-20475.000;1719306555817;
98657.932;98719.039;98685.051;-140.361;1171.383;1004.182;-707.478;240.767;-740.662;233.630;-754.875;705.343;-657.641;475.007;-815.326;451.400;-682.346;711.443;-16660.000;59692.500;-19442.500;12337.500;13702.500;16292.500;13790.000;13265.000;-16502.500;15470.000;21140.000;21262.500;17535.000;11602.500;-22015.000;1719306555824;
98657.932;98719.039;98684.646;-173.545;984.601;989.908;-621.773;338.794;-767.014;214.903;-617.930;680.028;-593.530;390.766;-823.317;251.808;-522.953;825.330;-20142.500;60130.000;-35455.000;16800.000;24675.000;36557.500;23677.500;20492.500;-32760.000;18900.000;24325.000;23467.500;23082.500;18550.000;-26582.500;1719306555855;
98657.932;98719.428;98684.646;-507.825;813.252;699.914;-666.608;388.936;-804.041;302.804;-767.014;680.455;-690.886;472.018;-951.600;425.231;-665.693;678.869;-18970.000;56332.500;-63402.500;16240.000;25252.500;40512.500;24587.500;19250.000;-41930.000;17360.000;28087.500;37397.500;27492.500;20247.500;-40915.000;1719306555892;
98657.547;98719.428;98684.646;-478.606;483.364;582.367;-605.791;503.494;-806.603;269.010;-620.858;722.423;-579.256;455.121;-864.858;315.431;-547.475;820.694;-24955.000;10517.500;-52570.000;32077.500;35577.500;47565.000;35910.000;33827.500;-49822.500;26372.500;36872.500;42735.000;34685.000;28332.500;-47110.000;1719306555944;
98657.547;98719.428;98684.646;-449.082;498.919;609.024;-573.949;536.129;-840.763;386.313;-724.680;652.212;-737.551;549.610;-1017.175;537.349;-641.171;670.878;-26845.000;5285.000;-44992.500;31990.000;39515.000;59132.500;39550.000;35052.500;-61582.500;28070.000;44240.000;59027.500;43435.000;32515.000;-63892.500;1719306555952;
98657.210;98719.428;98684.820;-236.741;682.163;585.417;-818.010;594.750;-1013.698;474.092;-697.352;735.294;-552.111;509.472;-962.336;462.685;-590.785;915.915;-26792.500;-10850.000;-29750.000;34475.000;43032.500;63472.500;45587.500;41265.000;-64120.000;39252.500;56927.500;65065.000;49962.500;39812.500;-66325.000;1719306555983;
98657.210;98719.428;98684.820;-216.001;699.426;621.712;-513.986;670.573;-929.762;420.229;-709.796;751.947;-604.632;515.755;-881.877;508.191;-580.415;717.421;-24167.500;-23590.000;-24570.000;47355.000;54932.500;71085.000;56122.500;52990.000;-74585.000;16117.500;88847.500;64120.000;88147.500;17290.000;-72152.500;1719306556013;
98657.210;98719.510;98684.820;-94.611;468.053;704.245;-609.817;661.423;-891.698;529.358;-684.481;733.952;-579.012;511.302;-943.365;467.809;-519.720;727.791;-16677.500;-25637.500;-16012.500;70700.000;79555.000;90877.500;77367.500;72082.500;-90370.000;10552.500;99015.000;68897.500;93905.000;14402.500;-74777.500;1719306556049;
98656.277;98719.510;98684.552;30.561;642.025;632.997;-608.353;582.306;-750.422;439.810;-581.696;785.680;-529.480;489.403;-850.828;387.777;-405.772;898.286;-21087.500;-14770.000;-10465.000;72922.500;83702.500;93502.500;86590.000;73395.000;-95777.500;6737.500;103215.000;72047.500;100520.000;7787.500;-82215.000;1719306556064;
98656.277;98719.510;98684.552;17.690;554.307;692.838;-485.560;575.535;-715.225;351.604;-601.277;657.763;-377.834;611.769;-827.892;394.609;-289.445;849.425;-7875.000;-6300.000;-11147.500;60830.000;91752.500;100170.000;88182.500;68075.000;-99645.000;19180.000;104072.500;97020.000;97387.500;22802.500;-108342.500;1719306556102;
98656.277;98719.416;98684.552;17.690;554.307;692.838;-618.967;522.648;-703.757;428.708;-701.195;709.857;-375.333;573.278;-769.332;487.695;-403.454;845.765;-7875.000;-6300.000;-11147.500;57417.500;91157.500;104580.000;89810.000;60270.000;-108360.000;17570.000;101202.500;108360.000;95672.500;21875.000;-113925.000;1719306556108;
98655.569;98719.416;98684.168;-23.912;571.814;738.161;-446.459;348.615;-641.903;364.658;-483.974;738.039;-416.081;501.542;-813.008;403.393;-289.384;831.308;980.000;8540.000;-11707.500;51485.000;89600.000;109725.000;88497.500;57155.000;-110670.000;34020.000;93782.500;118527.500;87535.000;37135.000;-123602.500;1719306556133;
98655.569;98719.416;98684.168;-23.912;571.814;738.161;-374.052;440.664;-618.479;334.829;-566.812;709.430;-540.826;484.889;-824.537;534.909;-444.995;756.400;980.000;8540.000;-11707.500;38815.000;91577.500;111842.500;87692.500;36522.500;-117687.500;29645.000;93502.500;121117.500;87762.500;26407.500;-128642.500;1719306556139;
98655.569;98719.416;98684.168;-43.859;580.110;695.766;50.508;236.985;-181.963;332.267;-638.975;872.666;-207.766;302.621;-761.463;-30.805;156.404;234.057;5565.000;8295.000;-18550.000;-24552.500;21472.500;116357.500;85382.500;37905.000;-113995.000;-9695.000;105840.000;146912.500;91595.000;577.500;-150360.000;1719306556162;
98655.569;98719.416;98684.168;-43.859;580.110;695.766;-303.170;456.402;-647.454;415.898;-344.894;948.611;-270.108;365.634;-793.183;-5.429;-59.719;790.682;5565.000;8295.000;-18550.000;9187.500;59185.000;91000.000;86887.500;34772.500;-116165.000;-31570.000;108675.000;158585.000;98035.000;-19775.000;-163992.500;1719306556169;
98655.569;98719.416;98683.997;-69.113;558.272;713.639;-413.397;745.054;-837.713;442.860;-285.358;762.134;-377.895;477.264;-509.838;718.092;33.428;525.637;7980.000;10465.000;-28280.000;36540.000;83282.500;126402.500;82285.000;39165.000;-126892.500;-177730.000;144147.500;209475.000;134995.000;-163450.000;-224490.000;1719306556193;
98655.569;98719.165;98683.997;-69.113;558.272;713.639;-434.259;745.115;-874.435;591.334;-319.762;730.292;-365.878;992.775;-510.692;502.823;-211.548;171.166;7980.000;10465.000;-28280.000;23590.000;89635.000;143342.500;86747.500;27090.000;-145337.500;-202562.500;136272.500;206535.000;125825.000;-140787.500;-222617.500;1719306556200;
98655.186;98719.165;98683.862;-236.680;260.836;724.436;-435.662;693.082;-956.419;599.203;-270.840;625.677;1.952;549.671;-560.102;406.443;239.364;468.114;50470.000;23555.000;-27492.500;14612.500;94955.000;148977.500;91507.500;18007.500;-151865.000;-78522.500;73937.500;209317.500;63175.000;-72380.000;-217402.500;1719306556252;
98655.186;98719.165;98683.862;-236.680;260.836;724.436;-380.945;530.883;-920.307;466.162;-209.291;589.748;12.261;464.271;-546.865;484.096;224.785;626.226;50470.000;23555.000;-27492.500;-9467.500;110372.500;157657.500;103862.500;-8575.000;-162767.500;-53305.000;53025.000;205362.500;44695.000;-47337.500;-211435.000;1719306556260;
