Moschettone SX
t1: 56:34:88:66:fc:a2
Moschettone DX
t2: AB:67:88:FC:10:b6
Sternale
t3: AB:67:88:FC:10:b6

PAN;PT1;PT2;AxAN;AyAN;AzAN;AxTM1;AyTM1;AzTM1;AxTR1;AyTR1;AzTR1;AxTM2;AyTM2;AzTM2;AxTR2;AyTR2;AzTR2;GxAN;GyAN;GzAN;GxTM1;GyTM1;GzTM1;GxTR1;GyTR1;GzTR1;GxTM2;GyTM2;GzTM2;GxTR2;GyTR2;GzTR2;TIMESTAMP
98640.868;98705.413;98666.189;-158.356;834.663;570.655;-794.159;488.366;-448.411;481.595;-856.501;359.961;-1075.491;276.757;-1029.985;-417.789;-403.454;1281.854;-1837.500;-6387.500;15592.500;2345.000;2257.500;70.000;1890.000;2100.000;-665.000;71645.000;29960.000;261170.000;63735.000;23152.500;-268135.000;1719306578666;
98640.868;98705.413;98665.818;-156.160;838.262;575.169;-772.687;539.606;-461.587;531.859;-809.165;342.271;-1087.386;121.939;-919.819;-182.512;-393.633;1341.329;-2870.000;-9712.500;15750.000;3745.000;3657.500;-717.500;5005.000;4637.500;612.500;48405.000;38622.500;246277.500;51485.000;2345.000;-253645.000;1719306578682;
98640.868;98705.413;98665.818;-159.454;837.408;561.993;-771.833;526.552;-474.153;510.753;-811.483;357.277;-1062.132;-67.649;-947.452;-54.839;-404.125;1309.670;-3377.500;-12547.500;15785.000;6790.000;7910.000;-717.500;7315.000;6125.000;595.000;4340.000;49210.000;199815.000;24605.000;-33372.500;-206080.000;1719306578690;
98641.042;98705.413;98665.818;-103.029;841.739;631.045;-757.498;568.642;-511.424;534.482;-815.631;346.053;-819.047;-107.482;-997.777;-111.569;-328.912;1306.864;-5705.000;-8505.000;16800.000;8732.500;12932.500;-1855.000;12355.000;7945.000;1032.500;-37730.000;52990.000;151077.500;-5040.000;-63472.500;-154402.500;1719306578719;
98641.042;98705.310;98665.308;-120.902;850.950;601.887;-759.877;575.901;-542.717;529.175;-801.906;392.535;-744.993;-100.040;-1009.550;-137.738;-310.063;1284.294;-6265.000;-9677.500;16765.000;11427.500;15942.500;-1890.000;15592.500;9817.500;1067.500;-49017.500;53777.500;138635.000;-13265.000;-71102.500;-141155.000;1719306578725;
98641.042;98705.310;98665.308;-81.801;853.146;590.724;-775.432;538.447;-550.342;525.881;-826.672;354.349;-658.922;-132.858;-988.017;-181.170;-257.176;1283.318;-5180.000;-18305.000;13405.000;14017.500;23362.500;-2292.500;23012.500;13387.500;1277.500;-67585.000;52867.500;118177.500;-27965.000;-82057.500;-119227.500;1719306578755;
98641.042;98705.310;98665.308;-73.078;846.497;587.003;-797.697;466.711;-484.645;482.998;-827.282;295.240;-553.087;-123.220;-953.613;-202.886;-209.840;1235.799;-5145.000;-17062.500;12740.000;13107.500;34142.500;-1767.500;34265.000;13335.000;402.500;-82652.500;46445.000;101500.000;-43522.500;-86030.000;-101115.000;1719306578772;
98641.042;98705.310;98665.308;-60.634;840.519;577.243;-764.940;485.621;-352.885;481.351;-819.779;321.470;-531.798;-107.299;-935.740;-201.178;-212.158;1182.363;-5670.000;-16187.500;12057.500;7437.500;37030.000;-2030.000;37747.500;3377.500;52.500;-90387.500;44695.000;94955.000;-50627.500;-89267.500;-94010.000;1719306578785;
98640.874;98705.117;98664.382;-62.769;858.453;566.995;-746.701;541.192;-462.319;483.486;-790.926;379.847;-494.771;44.591;-969.046;-190.808;-296.216;926.407;-5477.500;-17202.500;10972.500;2660.000;37047.500;-2362.500;37485.000;1365.000;262.500;-115132.500;43435.000;70140.000;-70385.000;-103425.000;-67497.500;1719306578810;
98640.874;98705.117;98664.382;-50.020;878.217;571.509;-787.937;513.010;-599.325;444.873;-803.736;380.213;-472.018;112.179;-962.397;-216.001;-332.999;817.095;-4987.500;-16852.500;10412.500;2432.500;38517.500;-1382.500;43312.500;-2047.500;-2380.000;-112980.000;48632.500;62912.500;-65082.500;-106487.500;-60585.000;1719306578816;
98640.874;98705.117;98662.830;11.102;841.861;540.643;-782.203;485.011;-654.103;420.839;-803.614;362.523;-355.691;393.816;-793.244;-134.017;-505.751;813.679;-8085.000;-10482.500;7525.000;-7070.000;51030.000;1172.500;50347.500;-8085.000;-4340.000;-90597.500;44397.500;60077.500;-49682.500;-88637.500;-58695.000;1719306578854;
98640.874;98705.117;98662.830;17.995;861.686;544.242;-761.768;521.489;-499.346;501.847;-803.004;460.672;-391.010;462.502;-783.362;-138.348;-572.790;714.371;-7175.000;-9397.500;6842.500;-10150.000;57067.500;2485.000;56805.000;-12092.500;-6317.500;-79275.000;32112.500;63577.500;-48142.500;-72380.000;-62160.000;1719306578861;
98641.081;98704.986;98662.830;22.875;846.192;569.984;-707.356;502.884;-280.295;537.532;-773.907;458.293;-390.644;518.988;-732.427;-132.065;-613.538;687.409;-6615.000;-5460.000;7175.000;32567.500;46480.000;-5005.000;48037.500;32042.500;4550.000;-76790.000;31920.000;66027.500;-46497.500;-71155.000;-64890.000;1719306578922;
98641.081;98704.986;98662.830;4.880;829.905;573.278;-710.955;562.298;-417.423;533.750;-753.960;300.547;-273.036;645.624;-656.177;-99.552;-630.130;650.321;-5180.000;-5040.000;7490.000;35070.000;38710.000;-7630.000;41212.500;31920.000;7105.000;-79362.500;35192.500;73290.000;-47040.000;-75670.000;-72695.000;1719306578929;
98641.573;98704.986;98661.753;-64.416;838.689;589.565;-661.118;527.467;-440.847;464.698;-698.206;385.093;-234.240;1213.900;-965.325;306.769;-903.166;153.049;-52.500;-9380.000;9940.000;26460.000;40127.500;-6965.000;42455.000;22890.000;5512.500;-31675.000;19495.000;121835.000;-31780.000;-31745.000;-116427.500;1719306578975;
98641.573;98704.605;98661.753;-62.586;813.069;633.424;-703.269;473.360;-411.201;491.843;-756.278;530.090;-235.094;1207.129;-838.872;476.715;-930.189;37.515;2975.000;-9625.000;12652.500;-2870.000;35542.500;630.000;35017.500;-4322.500;-2677.500;-19285.000;41807.500;126192.500;7735.000;-46445.000;-129185.000;1719306578995;
98641.573;98704.605;98660.917;-40.321;805.566;604.876;-663.253;458.232;-361.486;473.665;-736.026;571.570;-60.268;1201.334;-508.313;581.879;-888.221;314.577;4305.000;-9135.000;15277.500;5792.500;25217.500;-945.000;29680.000;647.500;-1155.000;3902.500;51887.500;128992.500;23047.500;-48405.000;-131915.000;1719306579003;
98641.573;98704.605;98660.917;-17.568;798.856;609.878;-651.785;533.689;-507.032;510.753;-725.595;387.350;-90.768;1182.790;-550.830;655.994;-879.132;331.657;9012.500;-10832.500;23415.000;11585.000;12845.000;-2292.500;13965.000;13702.500;2012.500;17167.500;38097.500;128240.000;31097.500;-15015.000;-131407.500;1719306579026;
98641.657;98704.655;98660.917;16.775;813.313;555.222;-650.321;527.162;-443.653;544.608;-719.251;534.482;-211.182;1078.419;-558.333;620.553;-858.453;316.895;10045.000;-15872.500;31377.500;5302.500;11165.000;-1347.500;12932.500;3727.500;490.000;37922.500;32147.500;123672.500;44975.000;-1977.500;-126752.500;1719306579055;
98641.657;98704.655;98660.917;-0.793;814.289;583.465;-636.657;546.682;-435.723;515.755;-684.237;436.089;-189.222;1056.398;-597.190;596.336;-829.173;351.665;10255.000;-18287.500;32445.000;7245.000;8872.500;-2397.500;8960.000;5722.500;2117.500;42787.500;35525.000;119962.500;51502.500;-2660.000;-123672.500;1719306579071;
98641.657;98704.655;98660.917;13.054;838.933;538.874;-638.731;538.203;-443.775;464.088;-693.143;525.576;-142.618;1019.493;-731.573;531.249;-754.082;306.647;11707.500;-25550.000;34090.000;-1312.500;4917.500;-1452.500;3132.500;-385.000;665.000;48562.500;47197.500;115675.000;64627.500;-10167.500;-121310.000;1719306579101;
98641.626;98704.396;98659.878;45.689;847.229;547.231;-645.990;462.990;-454.572;435.967;-714.493;516.914;-40.504;874.984;-518.683;720.837;-584.014;723.765;11287.500;-28122.500;31412.500;-297.500;-770.000;-35.000;157.500;472.500;-35.000;53497.500;98892.500;109900.000;97107.500;-48107.500;-117057.500;1719306579124;
98641.626;98704.396;98659.878;49.654;868.091;544.547;-647.637;467.077;-466.284;425.658;-709.186;502.396;25.498;790.499;-532.347;770.125;-552.721;815.448;10132.500;-29925.000;30327.500;-4165.000;-5495.000;1592.500;-5180.000;-3027.500;-1592.500;46952.500;86450.000;100432.500;90790.000;-44047.500;-112122.500;1719306579145;
98641.626;98704.396;98659.878;67.954;870.043;527.528;-660.508;492.087;-533.628;476.898;-720.654;510.021;45.933;763.171;-520.330;863.211;-527.711;830.454;10850.000;-31377.500;30660.000;-8977.500;-10937.500;4427.500;-11410.000;-7752.500;-4602.500;40057.500;83615.000;94482.500;75670.000;-45097.500;-99085.000;1719306579162;
98641.626;98704.396;98659.878;54.778;883.768;533.994;-664.534;499.102;-543.632;486.597;-724.131;505.995;62.586;655.018;-541.253;914.146;-506.178;878.766;11515.000;-31237.500;31167.500;-9117.500;-11375.000;4410.000;-11952.500;-7962.500;-4620.000;12495.000;89722.500;79450.000;66885.000;-56245.000;-91227.500;1719306579169;
98641.709;98704.267;98659.060;72.346;887.611;561.261;-668.865;503.311;-555.832;512.949;-727.059;485.438;-65.758;483.303;-904.508;853.939;-443.653;696.803;9975.000;-28105.000;32130.000;-9520.000;-11130.000;3885.000;-11812.500;-8347.500;-4147.500;-29277.500;121817.500;47495.000;46917.500;-102025.000;-60147.500;1719306579200;
98641.709;98704.267;98659.060;109.495;909.754;569.008;-668.499;509.472;-561.932;513.681;-728.157;494.832;87.840;469.395;-689.178;785.192;-308.050;981.185;8225.000;-30607.500;33757.500;-9660.000;-10377.500;3255.000;-11112.500;-8627.500;-3535.000;-38972.500;140752.500;37082.500;51082.500;-142380.000;-39812.500;1719306579207;
98641.709;98704.267;98659.060;123.220;910.730;564.128;-665.876;523.685;-588.894;521.672;-723.521;505.690;309.636;460.306;-568.703;730.109;-231.983;1017.724;7595.000;-28980.000;34457.500;-8610.000;-8400.000;1645.000;-8872.500;-7647.500;-1960.000;-53410.000;129727.500;23922.500;29662.500;-132825.000;-26792.500;1719306579214;
98641.709;98704.267;98659.060;132.370;923.967;567.422;-663.375;532.286;-596.275;522.404;-722.362;510.204;381.982;411.933;-473.482;711.809;-130.662;853.024;5547.500;-27352.500;34737.500;-6125.000;-5950.000;962.500;-7612.500;-6615.000;-1505.000;-76510.000;107922.500;13720.000;-1400.000;-133892.500;-14875.000;1719306579229;
98641.709;98704.267;98658.010;185.318;980.148;591.334;-663.192;527.162;-596.458;503.128;-721.386;510.875;471.347;418.033;-440.847;732.000;-109.495;822.280;5425.000;-25795.000;34510.000;-5162.500;-4585.000;1120.000;-4672.500;-4427.500;-1505.000;-88830.000;93695.000;7735.000;-10710.000;-132597.500;-11287.500;1719306579244;
98641.965;98704.156;98658.010;195.444;1124.474;689.056;-675.636;517.402;-596.946;463.539;-733.586;523.563;561.261;471.652;-385.459;842.166;-82.411;866.566;4322.500;-19197.500;31850.000;-1522.500;770.000;3902.500;822.500;-840.000;-4532.500;-87605.000;78190.000;4375.000;-28700.000;-106050.000;-2852.500;1719306579296;
98641.965;98704.156;98658.010;217.465;1169.858;730.414;-674.904;507.093;-598.349;461.892;-729.377;521.428;625.738;532.957;-318.908;883.219;-75.762;826.794;-1260.000;-16922.500;28945.000;-1715.000;1662.500;4970.000;1697.500;-1312.500;-5687.500;-77017.500;25340.000;-1680.000;-41422.500;-80010.000;1522.500;1719306579319;
98641.965;98704.156;98658.010;235.521;1183.705;790.560;-657.519;533.140;-587.125;496.235;-718.946;538.691;555.710;548.390;-363.682;960.262;-137.433;356.240;-6265.000;-11182.500;23222.500;-385.000;3482.500;6615.000;3465.000;910.000;-7157.500;-73412.500;6615.000;-5092.500;-57645.000;-47320.000;10395.000;1719306579335;
98641.672;98703.642;98658.010;216.794;1196.454;701.683;-679.052;532.896;-643.062;478.850;-741.089;526.552;449.875;588.650;-546.316;937.448;-167.506;148.413;-16712.500;-15715.000;14980.000;2835.000;8365.000;11182.500;6597.500;3517.500;-10657.500;-77577.500;18182.500;-15977.500;-55037.500;-54355.000;16012.500;1719306579371;
98641.672;98703.642;98656.962;237.168;1188.951;682.834;-670.268;581.025;-714.371;515.389;-699.792;554.978;466.833;708.820;-529.236;1053.470;-248.514;-102.846;-22750.000;-14262.500;18060.000;2922.500;12810.000;13457.500;14577.500;3815.000;-15365.000;-75232.500;89495.000;-30135.000;3937.500;-120855.000;32112.500;1719306579379;
98641.672;98703.642;98656.962;273.585;1023.946;611.525;-675.697;551.013;-666.303;512.522;-712.053;505.080;460.062;794.830;-381.311;1196.698;-323.666;-179.584;-27615.000;-16992.500;26722.500;4270.000;18655.000;16485.000;17167.500;4812.500;-16905.000;-37590.000;102322.500;-54880.000;42542.500;-104055.000;55947.500;1719306579395;
98641.672;98703.642;98656.962;265.106;976.610;606.645;-710.955;598.410;-743.041;525.332;-722.972;466.772;460.001;867.359;-321.165;1039.684;-293.288;-190.747;-31045.000;-18182.500;29995.000;3990.000;22312.500;17587.500;24867.500;4252.500;-19600.000;-9625.000;139527.500;-76422.500;90545.000;-124285.000;69790.000;1719306579410;
98641.708;98703.642;98655.643;167.445;944.524;565.470;-601.155;573.949;-617.259;586.149;-670.512;562.176;612.562;954.955;4.941;1232.993;-304.634;83.448;-37257.500;-19635.000;35227.500;4077.500;31605.000;18235.000;30450.000;4042.500;-20247.500;20877.500;148522.500;-79800.000;111072.500;-97562.500;72607.500;1719306579424;
98641.708;98703.408;98655.643;251.869;818.437;451.888;-607.377;511.241;-558.089;545.157;-653.432;578.524;395.524;824.537;-5.673;1143.506;-294.813;13.847;-41702.500;-24500.000;38657.500;4637.500;32322.500;17640.000;31920.000;4060.000;-18777.500;39480.000;117197.500;-105402.500;107940.000;-71925.000;94762.500;1719306579484;
98641.585;98703.408;98655.643;289.262;718.397;526.003;-700.768;613.599;-767.075;449.509;-732.732;503.067;353.739;783.057;-49.288;1036.634;-274.073;16.348;-42525.000;-25340.000;35560.000;-297.500;29032.500;15085.000;27860.000;507.500;-16222.500;37362.500;121187.500;-111492.500;108745.000;-75670.000;101342.500;1719306579505;
98641.585;98703.408;98655.007;292.495;715.103;350.079;-697.108;658.922;-846.070;441.762;-688.934;545.889;86.559;630.618;-41.175;875.411;-255.895;227.896;-40232.500;-26932.500;35525.000;-2432.500;34825.000;18742.500;39777.500;-3447.500;-25742.500;30467.500;130287.500;-134172.500;108710.000;-93782.500;134155.000;1719306579515;
98641.585;98703.962;98655.007;338.062;656.421;516.853;-636.718;538.874;-704.550;515.450;-655.689;482.998;233.142;605.852;25.437;574.193;-172.020;315.919;-42192.500;-20545.000;36977.500;-6807.500;48055.000;28577.500;46007.500;-6177.500;-31132.500;16222.500;138565.000;-147980.000;105455.000;-102672.500;139545.000;1719306579536;
98641.585;98703.962;98655.007;328.180;464.698;489.464;-532.347;654.042;-680.394;552.904;-516.426;514.108;347.822;651.724;75.823;342.210;-128.893;636.657;-42262.500;-35997.500;35245.000;-11147.500;95480.000;56157.500;93397.500;-11725.000;-62037.500;9467.500;135677.500;-144515.000;87902.500;-99067.500;131285.000;1719306579582;
98641.015;98704.007;98654.807;388.936;484.279;460.794;-536.800;569.923;-635.071;507.947;-520.452;572.119;287.737;526.125;235.521;513.559;-234.545;663.436;-32235.000;-23992.500;36225.000;-14787.500;98262.500;59080.000;95602.500;-15855.000;-65292.500;2712.500;-18217.500;-116200.000;-210.000;9870.000;117005.000;1719306579619;
98641.015;98704.007;98654.807;397.781;462.685;460.550;477.447;459.635;55.144;512.278;-322.019;588.711;203.923;499.102;-67.222;348.432;-199.714;346.480;-29732.500;-23135.000;39410.000;57102.500;147122.500;56105.000;58835.000;62317.500;-53200.000;-12337.500;-53007.500;-112350.000;-36365.000;33687.500;116585.000;1719306579627;
98641.015;98704.007;98654.807;361.120;483.547;410.164;-310.490;241.438;-132.248;126.697;-548.085;417.057;86.925;485.255;-159.393;366.732;-245.525;245.342;-29785.000;-22872.500;40372.500;215845.000;-49840.000;44432.500;-1750.000;209492.500;-32935.000;-22995.000;-48930.000;-108867.500;-43802.500;25707.500;113295.000;1719306579633;
98641.015;98704.007;98654.807;354.532;529.114;411.323;-583.343;405.711;-607.560;373.930;-514.108;320.006;-184.769;396.012;-172.081;531.066;-334.829;104.127;-26792.500;-18392.500;35000.000;151567.500;19530.000;47670.000;25935.000;145390.000;-40460.000;-48160.000;-17115.000;-113767.500;-45465.000;-13632.500;116217.500;1719306579655;
98640.231;98704.007;98654.266;453.291;518.134;523.136;-485.621;332.450;-666.303;403.698;-512.705;332.145;-246.989;622.627;-47.458;301.584;-485.560;-215.208;-22907.500;-23677.500;23555.000;90877.500;46742.500;48842.500;35525.000;112857.500;-44257.500;-52062.500;-36942.500;-131250.000;-59797.500;-4777.500;135590.000;1719306579693;
98640.231;98704.149;98654.266;453.291;518.134;523.136;-277.245;568.459;-379.542;356.972;-564.555;159.027;-159.698;703.025;-43.798;160.735;-490.257;-239.364;-22907.500;-23677.500;23555.000;107292.500;33215.000;39305.000;15697.500;132072.500;-28262.500;-42752.500;-37537.500;-134120.000;-52710.000;1610.000;138495.000;1719306579701;
98640.231;98704.149;98653.502;476.898;475.983;495.503;-437.980;343.247;-512.095;730.353;-516.792;921.649;-389.851;679.418;-4.880;96.319;-646.234;-252.052;-17237.500;-17045.000;23625.000;118667.500;10622.500;30660.000;19705.000;118982.500;-28315.000;-16975.000;-39112.500;-123322.500;-33180.000;19337.500;126630.000;1719306579723;
98640.298;98704.149;98653.502;485.499;419.680;513.376;-444.080;269.193;-430.965;437.675;-496.357;511.912;-597.861;626.714;30.256;103.212;-729.743;-265.960;-9450.000;-5635.000;23170.000;90265.000;7192.500;18777.500;11812.500;97737.500;-14070.000;-9065.000;-28787.500;-129115.000;-19950.000;15680.000;131407.500;1719306579745;
98639.915;98704.149;98652.966;373.259;485.743;653.676;-450.851;222.711;-506.727;376.614;-464.820;415.166;377.346;780.556;-339.221;-1690.127;-170.495;-533.140;13562.500;-402.500;-105.000;77227.500;4655.000;14875.000;8067.500;69352.500;-9695.000;-5285.000;-82967.500;-65712.500;-48895.000;57785.000;64260.000;1719306579858;
98639.915;98704.149;98652.966;444.141;467.077;590.175;-442.494;255.834;-522.099;372.344;-508.069;549.549;-196.786;603.412;-276.635;-539.606;-493.429;-287.615;10832.500;-4410.000;-5180.000;42857.500;3780.000;10762.500;6352.500;50960.000;-9030.000;-1085.000;-9467.500;34912.500;-8557.500;6020.000;-37240.000;1719306579873;
98639.512;98703.721;98652.660;548.756;369.233;547.414;-449.631;193.797;-479.033;329.522;-490.745;481.778;-656.482;144.265;1.586;231.434;-541.558;239.852;15085.000;-3990.000;-12302.500;30817.500;1942.500;7735.000;2310.000;23887.500;-4532.500;37030.000;-6982.500;14612.500;23222.500;29575.000;-13510.000;1719306579904;
98639.512;98703.721;98652.660;527.772;371.429;609.268;-436.760;265.045;-591.883;366.671;-516.365;559.797;-302.865;374.967;170.251;221.125;-536.861;338.062;27580.000;4042.500;-22680.000;1382.500;227.500;1907.500;980.000;7717.500;-2940.000;35910.000;-30607.500;-12075.000;7402.500;46882.500;13370.000;1719306579941;
98639.512;98703.721;98652.733;518.317;519.110;685.823;-424.499;280.600;-640.317;375.760;-491.965;605.242;-479.216;197.884;264.557;523.868;-910.059;284.992;36050.000;16572.500;-16887.500;-20632.500;-525.000;-1977.500;-1155.000;-16030.000;192.500;-93520.000;48037.500;-34527.500;-46742.500;-88602.500;38237.500;1719306579964;
98639.325;98703.721;98652.733;385.215;523.563;662.887;-408.639;349.286;-663.619;377.224;-477.813;625.738;-520.269;403.210;26.230;155.367;-667.828;287.066;30380.000;18252.500;-14507.500;-31342.500;-367.500;-2677.500;-1767.500;-27457.500;420.000;-54145.000;-20195.000;-70682.500;-53252.500;-11305.000;79047.500;1719306579985;
98639.325;98703.721;98652.733;371.429;548.634;602.741;-405.345;438.346;-723.643;413.458;-474.824;672.220;-447.191;1040.294;-31.964;303.963;-1043.100;-88.023;26215.000;10255.000;-13492.500;-46917.500;-1015.000;-2747.500;-3185.000;-44275.000;-297.500;-29802.500;-57627.500;-86187.500;-56717.500;39550.000;92557.500;1719306579994;
98639.325;98703.927;98652.733;414.678;622.871;660.569;-358.375;644.099;-838.811;595.848;-448.289;800.442;-287.737;1077.626;-102.907;-237.595;-962.702;-329.888;35035.000;42577.500;-11112.500;-42682.500;437.500;5355.000;-1942.500;-41772.500;-8452.500;-2800.000;-85067.500;-80867.500;-49087.500;63910.000;82057.500;1719306580060;
98639.382;98703.927;98652.986;324.154;717.909;711.077;-359.107;561.871;-793.732;571.082;-457.256;841.739;-423.523;1091.656;-88.572;-120.475;-1068.720;-456.646;25410.000;23887.500;-12792.500;-35822.500;927.500;6475.000;-1487.500;-34737.500;-8995.000;-8400.000;-14980.000;-28350.000;-12145.000;-1347.500;25182.500;1719306580070;
98639.382;98703.927;98652.986;429.867;727.669;694.790;-411.994;498.614;-791.719;543.022;-497.516;836.066;-638.426;855.342;15.555;-68.259;-1021.506;-266.509;28665.000;20405.000;-9520.000;-22155.000;1032.500;7595.000;-822.500;-20895.000;-9257.500;-14070.000;46952.500;-14805.000;19547.500;-48667.500;12320.000;1719306580084;
98639.382;98703.927;98652.986;438.041;705.648;645.075;-356.606;566.568;-749.141;519.171;-468.053;802.455;-490.196;842.166;20.191;-122.915;-967.094;-189.039;29295.000;20597.500;-8767.500;-8207.500;192.500;9590.000;-1330.000;-5425.000;-10342.500;-5512.500;55002.500;-10675.000;30257.500;-46812.500;5827.500;1719306580100;
98639.382;98704.042;98652.986;388.082;833.565;588.711;-357.826;461.282;-787.510;549.732;-455.487;841.251;-475.739;832.406;25.803;-140.910;-925.126;-100.040;25042.500;33530.000;-6930.000;-2082.500;-875.000;10342.500;-1330.000;-857.500;-10622.500;245.000;53410.000;-5582.500;33250.000;-41702.500;175.000;1719306580105;
98639.382;98703.888;98652.986;398.025;800.930;505.812;-384.178;571.509;-726.571;594.933;-498.980;677.100;-495.869;818.010;90.341;-90.402;-933.422;-44.042;25305.000;15260.000;-10605.000;17010.000;-2730.000;4935.000;-2135.000;19355.000;-2712.500;5915.000;50662.500;4707.500;34440.000;-37170.000;-9870.000;1719306580120;
98639.913;98703.888;98652.768;464.515;843.996;536.251;-343.186;654.835;-712.175;596.763;-450.607;713.395;-616.161;929.823;80.337;12.932;-552.294;-94.428;21717.500;20510.000;-16835.000;20055.000;-2590.000;1785.000;-1365.000;19110.000;-1277.500;7087.500;43697.500;3360.000;31150.000;-51240.000;910.000;1719306580159;
98639.913;98703.888;98652.768;481.046;835.944;580.354;-396.378;456.951;-613.721;595.116;-490.989;542.839;-344.650;525.454;141.886;34.465;-436.516;86.925;17360.000;19337.500;-15487.500;16012.500;105.000;-892.500;175.000;19600.000;1330.000;-44677.500;103950.000;-75932.500;32077.500;-113610.000;46480.000;1719306580182;
98640.211;98703.888;98652.768;368.806;875.899;545.523;-397.781;404.674;-719.861;402.966;-492.148;661.362;-210.694;1085.800;140.483;833.931;-1323.395;75.762;21945.000;21682.500;-8662.500;-8977.500;70.000;2152.500;-437.500;-5810.000;-2170.000;-48352.500;96950.000;-96915.000;22417.500;-101255.000;98175.000;1719306580225;
98640.211;98703.392;98653.309;336.293;872.361;613.721;-396.134;512.156;-727.913;535.885;-445.361;712.907;-231.556;1021.201;171.715;-94.672;-221.979;-22.875;18147.500;18427.500;-10710.000;-13230.000;-455.000;2677.500;-1102.500;-14315.000;-3465.000;-45062.500;57050.000;-65502.500;-13282.500;-45587.500;-17675.000;1719306580248;
98640.211;98703.392;98653.309;344.955;881.450;581.635;-321.714;612.562;-789.401;606.340;-389.180;709.918;-450.058;996.618;-248.636;231.068;-797.880;132.675;14245.000;16800.000;-12827.500;-13965.000;-105.000;560.000;-560.000;-14122.500;-1942.500;-28140.000;12215.000;61250.000;-20580.000;-31185.000;-77910.000;1719306580271;
98640.211;98703.818;98653.309;328.058;817.766;497.577;-263.947;538.813;-725.839;565.714;-442.250;689.727;-390.888;253.455;-401.014;346.846;-955.138;123.891;13212.500;12250.000;-21245.000;-9607.500;-630.000;2940.000;-700.000;-9152.500;-3937.500;-18672.500;-10552.500;31517.500;-18865.000;595.000;-43242.500;1719306580285;
98640.211;98703.818;98653.309;277.672;821.853;531.554;-364.536;582.123;-706.624;631.777;-470.371;768.905;-1024.373;1363.411;-649.711;301.157;-695.339;69.662;10220.000;11095.000;-23992.500;-12180.000;-70.000;3500.000;-647.500;-11567.500;-4690.000;57085.000;-11392.500;-152197.500;22015.000;2852.500;-16135.000;1719306580295;
98640.635;98703.818;98653.309;205.692;844.423;549.732;-341.417;480.741;-762.195;451.644;-442.738;693.692;-1537.566;957.944;179.767;431.270;-982.466;127.490;9607.500;9485.000;-28332.500;-10482.500;-140.000;2922.500;-910.000;-9852.500;-3797.500;53900.000;-2450.000;-337347.500;42280.000;3885.000;-18340.000;1719306580316;
98640.635;98703.818;98653.431;222.589;827.343;532.530;-398.147;606.828;-787.754;565.043;-473.848;691.130;-435.723;1847.812;360.022;-359.961;-944.524;82.411;9082.500;6702.500;-29872.500;-6475.000;-385.000;3062.500;-840.000;-5810.000;-3710.000;40810.000;66902.500;-573370.000;50540.000;7175.000;-13807.500;1719306580323;
98640.635;98703.392;98653.431;222.589;827.343;532.530;-436.821;415.532;-734.989;460.672;-521.855;736.087;-250.100;1338.950;-271.206;-98.637;-834.053;131.577;9082.500;6702.500;-29872.500;-1872.500;315.000;3395.000;-192.500;-1557.500;-3640.000;-3815.000;81130.000;-573370.000;60532.500;-15767.500;-39585.000;1719306580331;
98640.635;98703.392;98653.431;297.802;836.981;521.001;-347.029;459.574;-658.007;627.934;-447.069;707.539;-250.527;147.376;-203.923;-23.851;96.502;-90.951;6772.500;3657.500;-32480.000;-1172.500;262.500;2765.000;-945.000;-822.500;-2870.000;18130.000;-1347.500;-109270.000;70735.000;-6090.000;-42997.500;1719306580346;
98640.635;98703.392;98653.431;287.920;802.516;540.765;-253.638;450.363;-739.076;566.629;-432.856;704.123;-508.313;12.139;-40.321;60.939;-591.090;112.301;4287.500;5600.000;-33110.000;-1977.500;-1050.000;2135.000;-822.500;-1435.000;-2467.500;5425.000;-16485.000;36610.000;28280.000;29960.000;-46392.500;1719306580355;
98640.635;98703.392;98653.431;287.920;802.516;540.765;-319.701;543.998;-652.761;487.024;-475.739;638.121;-384.239;-490.867;244.671;-854.671;-301.096;185.135;4287.500;5600.000;-33110.000;-2730.000;420.000;2275.000;-787.500;-507.500;-2257.500;12932.500;-5600.000;38990.000;36155.000;34965.000;-33162.500;1719306580360;
98640.635;98703.392;98653.501;292.983;789.767;562.969;-351.787;503.738;-756.339;514.657;-458.842;746.335;-467.687;-89.731;206.058;-441.701;-789.645;76.067;3710.000;5215.000;-35315.000;-455.000;-1277.500;1225.000;-682.500;-192.500;-1662.500;33075.000;12635.000;20230.000;25637.500;34632.500;-36225.000;1719306580368;
98640.771;98703.392;98653.501;383.324;701.622;555.771;-370.758;562.481;-742.248;572.302;-439.871;686.860;-682.285;-482.815;328.180;76.067;-854.061;-171.105;945.000;9590.000;-38745.000;-542.500;-647.500;1697.500;-787.500;-420.000;-1872.500;10290.000;11935.000;5302.500;11882.500;15032.500;-11532.500;1719306580400;
98640.771;98703.176;98653.501;391.376;790.133;619.699;-299.876;677.588;-732.976;526.918;-461.038;692.655;-888.221;-108.519;343.979;452.986;-1251.415;3.660;-5600.000;22505.000;-41090.000;-3220.000;-700.000;140.000;-350.000;-1907.500;-892.500;2310.000;3797.500;-11550.000;6860.000;4147.500;4812.500;1719306580421;
