Moschettone SX
t1: 56:34:88:66:fc:a2
Moschettone DX
t2: AB:67:88:FC:10:b6
Sternale
t3: AB:67:88:FC:10:b6

PAN;PT1;PT2;AxAN;AyAN;AzAN;AxTM1;AyTM1;AzTM1;AxTR1;AyTR1;AzTR1;AxTM2;AyTM2;AzTM2;AxTR2;AyTR2;AzTR2;GxAN;GyAN;GzAN;GxTM1;GyTM1;GzTM1;GxTR1;GyTR1;GzTR1;GxTM2;GyTM2;GzTM2;GxTR2;GyTR2;GzTR2;TIMESTAMP
98615.931;98670.030;98633.029;382.226;885.232;361.791;-600.362;368.135;37.088;360.083;-833.321;-57.828;234.606;312.259;7.930;-90.402;-417.362;269.437;-4322.500;-9065.000;-4077.500;-19740.000;-38990.000;-612.500;-40495.000;-17272.500;1207.500;-75757.500;9152.500;-91892.500;-103005.000;51100.000;30117.500;1719308506417;
98615.931;98670.156;98633.029;369.721;873.154;374.052;-790.865;433.100;14.335;252.418;-1004.243;-66.368;33.306;546.987;473.055;-90.402;-417.362;269.437;-5285.000;-8907.500;-4147.500;-19705.000;-39410.000;-770.000;-40635.000;-17272.500;1365.000;-52377.500;-7927.500;-91630.000;-103005.000;51100.000;30117.500;1719308506425;
98616.013;98670.156;98633.293;357.582;861.198;372.893;-915.915;398.452;19.581;308.294;-935.984;-98.759;10.492;31.110;-865.712;-90.402;-417.362;269.437;-6107.500;-8435.000;-4112.500;-18322.500;-39130.000;-367.500;-40407.500;-15925.000;910.000;47880.000;-81252.500;-71942.500;-103005.000;51100.000;30117.500;1719308506433;
98616.013;98670.156;98633.293;357.582;861.198;372.893;-930.311;436.577;17.568;355.935;-961.543;-115.473;-93.147;517.219;-885.232;-90.402;-417.362;269.437;-6107.500;-8435.000;-4112.500;-18672.500;-38535.000;472.500;-39760.000;-16222.500;157.500;109462.500;-7997.500;-72992.500;-103005.000;51100.000;30117.500;1719308506440;
98616.013;98670.156;98633.293;386.740;846.863;371.368;-943.731;404.735;40.748;314.028;-982.039;-99.369;-17.934;799.344;-766.465;-90.402;-417.362;269.437;-4182.500;-12582.500;-7017.500;-19337.500;-36732.500;1295.000;-37905.000;-16975.000;-1067.500;7122.500;-12407.500;-45920.000;-103005.000;51100.000;30117.500;1719308506462;
98616.013;98670.156;98633.603;393.999;837.957;388.204;-963.739;385.642;15.555;405.223;-987.651;-115.107;-265.289;909.632;-898.408;-90.402;-417.362;269.437;-1172.500;-14472.500;-7350.000;-16765.000;-35227.500;1575.000;-36137.500;-14210.000;-770.000;-2957.500;-6527.500;-29067.500;-103005.000;51100.000;30117.500;1719308506484;
98616.013;98670.569;98633.603;405.772;848.327;383.446;-926.529;401.014;10.919;272.487;-956.236;-114.863;-227.652;525.210;-901.702;-90.402;-417.362;269.437;-787.500;-13580.000;-6510.000;-15417.500;-32480.000;157.500;-34685.000;-13737.500;630.000;-1382.500;1120.000;-2187.500;-103005.000;51100.000;30117.500;1719308506492;
98616.062;98670.569;98633.603;433.954;870.165;345.931;-938.058;423.401;11.956;434.442;-900.665;-134.627;-407.236;410.713;-796.111;-90.402;-417.362;269.437;-2852.500;-8032.500;-2467.500;-14595.000;-30712.500;-822.500;-30992.500;-12565.000;1557.500;1610.000;-367.500;577.500;-103005.000;51100.000;30117.500;1719308506522;
98616.062;98670.569;98633.603;425.475;866.078;339.709;-861.198;431.514;-1.525;378.749;-954.223;-128.832;-361.791;446.093;-777.994;-90.402;-417.362;269.437;-3955.000;-5285.000;-1365.000;-13492.500;-26547.500;-1505.000;-28682.500;-12110.000;1995.000;1347.500;-52.500;70.000;-103005.000;51100.000;30117.500;1719308506538;
98616.062;98670.569;98633.961;417.728;863.516;336.354;-925.675;407.114;2.867;381.250;-908.351;-137.860;-412.360;497.028;-768.905;-90.402;-417.362;269.437;-4112.500;-3850.000;-525.000;-12460.000;-24325.000;-1295.000;-24097.500;-10587.500;1435.000;1645.000;262.500;245.000;-103005.000;51100.000;30117.500;1719308506543;
98616.062;98670.569;98633.961;422.730;855.830;327.509;-914.756;422.730;6.039;291.763;-910.303;-129.259;-374.113;474.275;-699.426;-90.402;-417.362;269.437;-3500.000;-3657.500;315.000;-10185.000;-19670.000;-560.000;-21665.000;-9222.500;1330.000;560.000;350.000;122.500;-103005.000;51100.000;30117.500;1719308506552;
98616.062;98670.727;98633.961;440.725;870.043;317.261;-909.083;367.220;13.481;294.813;-956.846;-135.847;-343.735;346.053;-882.914;-90.402;-417.362;269.437;-2152.500;-4935.000;1312.500;-9030.000;-17395.000;175.000;-16782.500;-7000.000;-262.500;192.500;-280.000;105.000;-103005.000;51100.000;30117.500;1719308506582;
98616.062;98670.727;98633.961;440.725;870.043;317.261;-945.317;372.405;5.124;343.552;-967.033;-138.348;-372.954;316.773;-879.193;-90.402;-417.362;269.437;-2152.500;-4935.000;1312.500;-6230.000;-12932.500;542.500;-14507.500;-5565.000;-682.500;1470.000;35.000;227.500;-103005.000;51100.000;30117.500;1719308506590;
98616.165;98670.727;98634.558;441.457;856.562;342.820;-904.752;396.439;1.281;374.723;-947.940;-150.426;-360.815;401.380;-790.621;-90.402;-417.362;269.437;-612.500;-5005.000;927.500;-1820.000;-5407.500;-682.500;-6580.000;-1522.500;0.000;1680.000;472.500;-175.000;-103005.000;51100.000;30117.500;1719308506619;
98616.165;98670.727;98634.558;451.522;845.582;347.334;-917.196;419.558;-5.002;404.552;-935.130;-151.402;-378.261;394.060;-874.435;-90.402;-417.362;269.437;0.000;-4865.000;1242.500;1207.500;-87.500;-1032.500;-822.500;1312.500;595.000;1067.500;-525.000;87.500;-103005.000;51100.000;30117.500;1719308506627;
98616.165;98670.598;98634.558;456.097;868.640;332.572;-904.386;441.152;-2.562;316.163;-897.249;-134.993;-363.865;511.607;-826.855;-90.402;-417.362;269.437;840.000;-1365.000;2485.000;2905.000;2712.500;-1942.500;2187.500;2677.500;1785.000;1382.500;315.000;0.000;-103005.000;51100.000;30117.500;1719308506649;
98616.165;98670.598;98634.558;459.452;886.391;330.986;-870.287;425.353;3.721;405.284;-898.225;-159.759;-348.676;496.357;-816.790;-90.402;-417.362;269.437;35.000;-455.000;2240.000;4952.500;8120.000;-1837.500;7840.000;4760.000;1120.000;1207.500;0.000;-52.500;-103005.000;51100.000;30117.500;1719308506664;
98615.804;98670.598;98634.558;456.341;884.378;320.555;-886.513;520.330;-73.810;336.476;-928.298;-89.975;-385.093;452.498;-790.560;-90.402;-417.362;269.437;-420.000;-52.500;1575.000;7210.000;10605.000;-1225.000;10902.500;6422.500;1242.500;1050.000;157.500;297.500;-103005.000;51100.000;30117.500;1719308506672;
98615.804;98670.598;98634.038;461.648;884.805;318.115;-868.274;808.311;-579.683;262.361;-768.722;24.827;-378.078;458.293;-780.312;-90.402;-417.362;269.437;-945.000;70.000;1067.500;28577.500;17325.000;9905.000;20720.000;23992.500;-7822.500;1190.000;70.000;157.500;-103005.000;51100.000;30117.500;1719308506687;
98615.804;98670.598;98634.038;472.384;864.004;336.781;-1036.939;288.652;-373.381;342.454;-990.335;-212.036;-366.549;430.416;-859.124;-90.402;-417.362;269.437;-595.000;122.500;-3360.000;19442.500;69090.000;37677.500;65642.500;21332.500;-39760.000;-52.500;-192.500;140.000;-103005.000;51100.000;30117.500;1719308506724;
98615.954;98670.759;98634.038;430.477;844.667;335.378;-1084.031;156.709;-203.679;439.932;-1167.418;-66.856;-366.305;364.597;-897.005;-90.402;-417.362;269.437;-822.500;1365.000;-5897.500;12565.000;80272.500;34877.500;84735.000;9012.500;-30012.500;140.000;-385.000;122.500;-103005.000;51100.000;30117.500;1719308506762;
98615.954;98670.759;98634.038;430.477;844.667;335.378;-967.765;-260.592;564.677;521.184;-1244.705;216.672;-360.449;339.526;-886.208;-90.402;-417.362;269.437;-822.500;1365.000;-5897.500;37800.000;66185.000;-23572.500;73867.500;31412.500;22505.000;700.000;-70.000;262.500;-103005.000;51100.000;30117.500;1719308506770;
98615.954;98670.759;98634.107;429.135;844.545;334.646;-1168.333;-440.298;901.214;466.101;-1331.203;265.777;-349.103;390.583;-860.039;-90.402;-417.362;269.437;-1032.500;1417.500;-6160.000;65187.500;42630.000;-51555.000;50260.000;59377.500;54582.500;1750.000;157.500;140.000;-103005.000;51100.000;30117.500;1719308506777;
98615.954;98670.759;98634.107;422.059;843.142;334.524;-1016.504;-38.186;648.430;512.827;-1121.424;34.526;-373.625;399.428;-843.142;-90.402;-417.362;269.437;-735.000;595.000;-7332.500;108272.500;-12495.000;-107537.500;-9817.500;109392.500;116970.000;1417.500;-157.500;52.500;-103005.000;51100.000;30117.500;1719308506799;
98615.954;98670.689;98634.107;407.541;864.614;331.108;-467.992;119.499;-23.302;47.702;-653.798;-346.663;-366.000;437.797;-757.254;-90.402;-417.362;269.437;700.000;-35.000;-7612.500;13212.500;-63455.000;-122307.500;-28192.500;60357.500;127225.000;2327.500;735.000;245.000;-103005.000;51100.000;30117.500;1719308506813;
98615.954;98670.689;98634.107;386.435;881.633;318.786;-64.721;80.703;-57.401;206.790;-741.455;-360.998;-382.531;500.505;-816.180;-90.402;-417.362;269.437;2502.500;-1592.500;-7367.500;-26897.500;-24920.000;-112192.500;-8557.500;-27667.500;109620.000;1032.500;-245.000;262.500;-103005.000;51100.000;30117.500;1719308506829;
98615.874;98670.689;98634.049;423.706;875.350;327.448;-684.908;-188.063;189.527;360.693;-1090.802;-144.082;-364.902;418.582;-832.528;-90.402;-417.362;269.437;2047.500;-5687.500;-8487.500;-104247.500;1225.000;-92277.500;-4410.000;-111107.500;113680.000;525.000;-87.500;227.500;-103005.000;51100.000;30117.500;1719308506851;
98615.874;98670.689;98634.049;434.625;870.409;329.278;-244.305;63.196;407.541;227.530;-904.813;-34.099;-349.408;402.905;-779.397;-90.402;-417.362;269.437;1365.000;-5197.500;-8435.000;-112000.000;-3062.500;-72572.500;-11112.500;-113662.500;126227.500;1172.500;315.000;210.000;-103005.000;51100.000;30117.500;1719308506867;
98615.874;98670.689;98634.049;444.202;847.595;337.330;214.537;134.932;353.861;195.322;-697.718;-231.068;-361.364;431.087;-853.512;-90.402;-417.362;269.437;227.500;-3045.000;-8067.500;-112805.000;-25357.500;21542.500;-21227.500;-111195.000;139685.000;1540.000;-52.500;175.000;-103005.000;51100.000;30117.500;1719308506883;
98615.874;98670.543;98634.049;444.202;847.595;337.330;-196.542;90.463;359.839;118.462;-949.465;-321.470;-326.472;473.299;-817.949;-90.402;-417.362;269.437;227.500;-3045.000;-8067.500;-110267.500;-8102.500;240677.500;-24062.500;-117355.000;122167.500;1120.000;52.500;157.500;-103005.000;51100.000;30117.500;1719308506890;
98616.001;98670.543;98634.049;426.268;829.783;337.086;-356.301;357.887;365.878;44.713;-966.484;-90.524;-373.686;426.939;-859.368;-90.402;-417.362;269.437;560.000;-2030.000;-7665.000;-101745.000;-11182.500;373135.000;-29120.000;-101500.000;113120.000;1050.000;-402.500;507.500;-103005.000;51100.000;30117.500;1719308506904;
98616.001;98670.659;98634.248;413.275;869.494;351.421;-665.693;439.993;72.041;-12.566;-1128.561;-229.177;-337.391;434.869;-814.411;-90.402;-417.362;269.437;-2345.000;-1190.000;-7122.500;-16257.500;-46497.500;-140017.500;-35210.000;26600.000;159460.000;822.500;-717.500;577.500;-103005.000;51100.000;30117.500;1719308506979;
98616.464;98670.659;98634.248;406.687;885.476;325.618;-22.448;496.723;-93.879;-457.256;-651.541;-633.607;-368.440;427.732;-845.216;-90.402;-417.362;269.437;-4217.500;647.500;-5967.500;-25025.000;-34825.000;-102042.500;-16537.500;-10815.000;155942.500;1837.500;157.500;332.500;-103005.000;51100.000;30117.500;1719308506995;
98616.464;98670.659;98634.248;357.216;888.892;306.159;-265.777;1356.091;-126.880;-1112.579;-721.142;-414.190;-357.338;380.091;-810.141;-90.402;-417.362;269.437;-6055.000;542.500;-4917.500;-25217.500;34930.000;63385.000;1277.500;-42980.000;120120.000;1522.500;157.500;297.500;-103005.000;51100.000;30117.500;1719308507019;
98616.464;98670.659;98634.110;332.755;884.378;298.168;-556.625;1076.223;406.138;-1001.742;-1262.212;-331.108;-382.958;453.596;-811.727;-90.402;-417.362;269.437;-6177.500;-927.500;-4900.000;-16905.000;45377.500;23782.500;13702.500;-45395.000;32795.000;1067.500;192.500;332.500;-103005.000;51100.000;30117.500;1719308507023;
98616.464;98670.659;98634.110;344.467;888.282;310.490;-898.225;1214.693;249.551;-957.151;-1282.647;-459.818;-386.069;427.976;-825.086;-90.402;-417.362;269.437;-6685.000;-4112.500;-4672.500;-14122.500;44047.500;37117.500;12267.500;-42770.000;140.000;682.500;-105.000;280.000;-103005.000;51100.000;30117.500;1719308507032;
98616.237;98670.703;98634.110;416.996;838.079;362.889;-751.154;1274.107;395.219;-280.295;-1489.620;-313.540;-357.765;466.589;-812.947;-90.402;-417.362;269.437;-7332.500;-9835.000;-2730.000;-6475.000;50190.000;51537.500;19687.500;-43662.500;-50295.000;455.000;17.500;-52.500;-103005.000;51100.000;30117.500;1719308507061;
98616.237;98670.703;98634.164;367.098;780.800;387.472;-623.298;1288.869;199.958;-24.583;-1467.355;-212.768;-357.765;345.199;-865.285;-90.402;-417.362;269.437;-6422.500;-6195.000;1505.000;-1820.000;38342.500;59745.000;17395.000;-32077.500;-60655.000;262.500;-210.000;175.000;-103005.000;51100.000;30117.500;1719308507092;
98616.237;98670.703;98634.164;370.270;785.375;380.152;-1046.028;1267.153;265.533;-183.549;-1484.496;-493.734;-351.482;379.359;-859.246;-90.402;-417.362;269.437;-2502.500;-6475.000;3780.000;25095.000;-15610.000;35175.000;11742.500;28175.000;-33180.000;1417.500;122.500;105.000;-103005.000;51100.000;30117.500;1719308507113;
98616.382;98670.045;98634.164;472.689;851.926;336.293;-1003.877;1349.076;97.539;-185.440;-1537.810;-571.570;-384.117;424.438;-762.317;-90.402;-417.362;269.437;5635.000;-4130.000;6737.500;18235.000;437.500;34020.000;14490.000;8820.000;-33232.500;2065.000;280.000;175.000;-103005.000;51100.000;30117.500;1719308507167;
98616.382;98670.045;98634.162;468.358;863.089;327.448;-972.340;1174.921;164.639;4.636;-1241.411;-544.852;-374.357;492.087;-792.268;-90.402;-417.362;269.437;5337.500;-3482.500;7087.500;11445.000;41020.000;42892.500;28805.000;-36400.000;-41790.000;1207.500;-280.000;17.500;-103005.000;51100.000;30117.500;1719308507173;
98616.382;98670.045;98634.162;461.160;874.740;312.869;-906.399;1067.317;172.935;35.441;-1070.062;-471.164;-362.462;500.200;-764.879;-90.402;-417.362;269.437;5320.000;-3097.500;8802.500;12600.000;60112.500;37065.000;34142.500;-49280.000;-39725.000;1050.000;87.500;262.500;-103005.000;51100.000;30117.500;1719308507182;
98616.382;98670.045;98634.162;461.160;874.740;312.869;-688.995;778.360;172.813;-28.731;-977.220;-417.972;-386.008;464.515;-766.526;-90.402;-417.362;269.437;5320.000;-3097.500;8802.500;25515.000;67095.000;20492.500;52605.000;-43750.000;-26092.500;542.500;-192.500;350.000;-103005.000;51100.000;30117.500;1719308507189;
98616.382;98669.317;98634.162;474.092;890.600;270.718;-535.641;347.517;207.278;-652.700;-612.135;-462.380;-368.623;442.006;-819.474;-90.402;-417.362;269.437;4707.500;-875.000;13072.500;32480.000;75722.500;35210.000;68722.500;-48422.500;-44275.000;577.500;122.500;70.000;-103005.000;51100.000;30117.500;1719308507220;
98616.440;98669.317;98634.162;497.821;873.154;289.018;-939.827;540.033;-31.232;-1264.042;-789.157;-500.383;-367.647;408.334;-831.552;-90.402;-417.362;269.437;3535.000;2905.000;16397.500;30135.000;90300.000;49997.500;76825.000;-65572.500;-66272.500;612.500;122.500;70.000;-103005.000;51100.000;30117.500;1719308507257;
98616.440;98669.317;98634.162;492.087;841.251;312.442;-605.913;798.978;184.037;-387.167;-802.577;179.767;-373.503;378.261;-841.007;-90.402;-417.362;269.437;3517.500;4410.000;16800.000;29085.000;114450.000;153405.000;82495.000;-60777.500;-171745.000;805.000;105.000;192.500;-103005.000;51100.000;30117.500;1719308507278;
98616.337;98668.871;98634.168;487.085;818.071;325.191;-614.087;915.183;244.305;-245.769;-871.141;173.301;-368.745;394.670;-852.353;-90.402;-417.362;269.437;4515.000;5932.500;16082.500;42052.500;72660.000;169225.000;73220.000;-37695.000;-177712.500;525.000;-192.500;227.500;-103005.000;51100.000;30117.500;1719308507303;
98616.337;98668.871;98634.168;491.477;822.158;324.825;-595.909;941.047;241.621;-60.329;-884.500;103.456;-373.930;370.758;-894.443;-90.402;-417.362;269.437;6177.500;5302.500;14192.500;43260.000;53480.000;171745.000;53620.000;-875.000;-182105.000;717.500;-192.500;122.500;-103005.000;51100.000;30117.500;1719308507323;
98616.337;98668.871;98634.168;487.085;826.489;324.764;-515.511;861.198;240.279;63.257;-777.079;10.309;-360.083;402.539;-843.386;-90.402;-417.362;269.437;6755.000;5110.000;13562.500;45780.000;9782.500;171605.000;32970.000;32952.500;-179900.000;1347.500;210.000;52.500;-103005.000;51100.000;30117.500;1719308507339;
98616.337;98668.871;98634.168;479.765;839.970;314.333;-353.678;924.943;277.062;114.436;-744.688;-33.428;-372.039;439.932;-765.794;-90.402;-417.362;269.437;6212.500;5425.000;13090.000;44660.000;-9275.000;165620.000;26985.000;39795.000;-179427.500;1785.000;175.000;-17.500;-103005.000;51100.000;30117.500;1719308507353;
98616.337;98668.144;98634.122;472.262;830.454;319.884;-278.648;948.733;262.971;220.942;-670.268;-69.723;-369.782;408.212;-836.920;-90.402;-417.362;269.437;5757.500;4725.000;11935.000;44100.000;-16520.000;162750.000;17447.500;50627.500;-182612.500;70.000;-227.500;262.500;-103005.000;51100.000;30117.500;1719308507377;
98616.500;98668.144;98634.122;477.386;823.561;322.324;-196.237;880.901;291.275;263.825;-608.414;-57.950;-364.231;402.783;-864.065;-90.402;-417.362;269.437;6562.500;4200.000;11970.000;45867.500;-31605.000;156467.500;13685.000;58030.000;-184152.500;175.000;-87.500;140.000;-103005.000;51100.000;30117.500;1719308507383;
98616.500;98668.144;98634.122;497.028;823.744;325.862;-26.657;870.836;354.105;383.873;-538.508;-26.474;-369.660;391.437;-852.597;-90.402;-417.362;269.437;6405.000;6440.000;12950.000;50977.500;-53357.500;159442.500;4567.500;78417.500;-184537.500;612.500;87.500;-17.500;-103005.000;51100.000;30117.500;1719308507407;
98616.500;98668.144;98633.901;521.367;832.040;313.967;-2.562;895.907;406.626;448.960;-541.192;10.065;-366.183;437.797;-819.352;-90.402;-417.362;269.437;6125.000;7770.000;13807.500;53882.500;-66255.000;165427.500;-1435.000;89582.500;-184257.500;1067.500;227.500;0.000;-103005.000;51100.000;30117.500;1719308507413;
98616.500;98668.144;98633.901;535.214;845.826;306.708;71.980;923.601;388.631;541.802;-484.523;30.805;-375.394;440.969;-791.048;-90.402;-417.362;269.437;6002.500;8470.000;14227.500;55142.500;-92522.500;167720.000;-15785.000;115675.000;-183750.000;840.000;-70.000;210.000;-103005.000;51100.000;30117.500;1719308507422;
98616.500;98668.144;98633.901;538.386;854.976;303.536;135.298;925.370;343.430;611.159;-458.476;41.236;-369.843;403.210;-840.153;-90.402;-417.362;269.437;5477.500;9555.000;14787.500;57365.000;-105822.500;166897.500;-22242.500;128537.500;-183592.500;735.000;0.000;227.500;-103005.000;51100.000;30117.500;1719308507437;
98616.394;98667.159;98633.974;527.101;858.331;313.113;150.975;936.106;297.558;727.364;-458.232;104.249;-367.952;413.885;-820.877;-90.402;-417.362;269.437;2957.500;13440.000;16415.000;65432.500;-131967.500;172690.000;-32025.000;155470.000;-181685.000;1067.500;-17.500;157.500;-103005.000;51100.000;30117.500;1719308507467;
98616.394;98667.159;98633.974;521.977;856.379;311.344;67.954;900.665;246.684;785.497;-481.046;99.552;-369.721;464.088;-826.855;-90.402;-417.362;269.437;2327.500;14332.500;16590.000;70980.000;-146002.500;173670.000;-36242.500;170152.500;-178587.500;997.500;0.000;-175.000;-103005.000;51100.000;30117.500;1719308507473;
98616.394;98667.159;98633.974;533.201;833.260;314.760;11.407;814.350;21.899;831.918;-486.292;17.995;-371.734;455.365;-814.777;-90.402;-417.362;269.437;840.000;16135.000;16502.500;84542.500;-168437.500;167475.000;-38465.000;195685.000;-158917.500;1295.000;87.500;105.000;-103005.000;51100.000;30117.500;1719308507504;
98616.394;98667.159;98633.974;526.796;828.075;325.130;-129.442;760.914;-57.035;783.118;-543.449;34.831;-373.564;424.926;-763.598;-90.402;-417.362;269.437;542.500;16852.500;16782.500;85977.500;-156467.500;156765.000;-29295.000;184852.500;-142975.000;892.500;105.000;157.500;-103005.000;51100.000;30117.500;1719308507529;
98615.971;98666.436;98633.974;527.406;817.888;327.265;-62.220;716.506;-225.700;760.609;-526.613;41.236;-369.660;420.595;-844.545;-90.402;-417.362;269.437;245.000;15662.500;15785.000;82565.000;-136167.500;139422.500;-24622.500;174842.500;-134680.000;315.000;-122.500;157.500;-103005.000;51100.000;30117.500;1719308507542;
98615.971;98666.436;98634.088;553.453;805.444;359.351;76.006;595.177;-427.671;881.084;-506.483;353.922;-369.233;418.643;-843.691;-90.402;-417.362;269.437;-297.500;17465.000;11462.500;68232.500;-64802.500;103617.500;11567.500;104772.500;-91175.000;770.000;157.500;87.500;-103005.000;51100.000;30117.500;1719308507580;
98615.971;98666.436;98634.088;551.562;801.967;368.684;79.605;578.280;-495.930;950.258;-461.953;509.228;-374.052;403.149;-851.011;-90.402;-417.362;269.437;332.500;17920.000;10692.500;67620.000;-62422.500;99137.500;15785.000;99767.500;-67077.500;280.000;-122.500;175.000;-103005.000;51100.000;30117.500;1719308507587;
98615.971;98665.301;98634.088;573.278;791.658;398.452;50.874;533.811;-501.176;996.008;-455.792;576.389;-368.989;375.333;-862.662;-90.402;-417.362;269.437;262.500;20510.000;10622.500;72625.000;-70297.500;65222.500;16870.000;102532.500;-52412.500;507.500;-105.000;262.500;-103005.000;51100.000;30117.500;1719308507617;
98615.851;98665.301;98634.088;534.360;798.856;397.049;139.202;446.703;-705.953;535.580;-332.816;539.545;-366.793;366.488;-853.573;-90.402;-417.362;269.437;-1120.000;26180.000;12967.500;72467.500;-59097.500;-10185.000;24937.500;97387.500;14157.500;665.000;-87.500;262.500;-103005.000;51100.000;30117.500;1719308507668;
98615.851;98664.557;98634.193;495.930;820.450;403.271;235.033;399.733;-683.810;598.044;-257.969;664.900;-374.235;430.538;-811.910;-90.402;-417.362;269.437;-1435.000;24692.500;10430.000;53322.500;-26792.500;-16082.500;28787.500;57347.500;16625.000;1382.500;17.500;-175.000;-103005.000;51100.000;30117.500;1719308507692;
98615.528;98664.557;98634.193;493.978;829.661;401.197;280.966;471.835;-910.303;537.410;-260.653;678.137;-376.431;471.286;-777.994;-90.402;-417.362;269.437;-997.500;25077.500;7752.500;62457.500;-52447.500;-28770.000;25427.500;85015.000;34317.500;1470.000;140.000;-210.000;-103005.000;51100.000;30117.500;1719308507728;
98615.528;98664.557;98634.193;483.303;816.424;388.936;114.863;379.542;-1009.733;495.320;-260.836;602.436;-367.952;492.087;-741.150;-90.402;-417.362;269.437;-3430.000;26512.500;8575.000;77070.000;-52185.000;-34510.000;33040.000;86712.500;37047.500;682.500;35.000;87.500;-103005.000;51100.000;30117.500;1719308507737;
98615.528;98664.437;98634.392;430.416;808.494;386.313;86.254;360.022;-958.188;525.332;-256.383;643.733;-367.525;423.157;-839.421;-90.402;-417.362;269.437;-5897.500;28035.000;10570.000;76877.500;-37012.500;-37800.000;49490.000;56892.500;41562.500;192.500;-52.500;35.000;-103005.000;51100.000;30117.500;1719308507753;
98615.735;98664.437;98634.392;390.644;791.841;366.366;27.633;311.649;-751.215;611.525;-289.018;735.294;-374.601;353.068;-869.433;-90.402;-417.362;269.437;-6615.000;25007.500;11497.500;62650.000;-1207.500;-47652.500;52552.500;36995.000;45920.000;717.500;-122.500;245.000;-103005.000;51100.000;30117.500;1719308507783;
98615.735;98664.437;98634.088;399.550;791.231;393.389;37.393;356.545;-802.150;714.798;-275.720;783.789;-366.061;414.739;-843.508;-90.402;-417.362;269.437;-5477.500;19862.500;13195.000;44047.500;6422.500;-103057.500;43627.500;15120.000;101570.000;1032.500;-175.000;105.000;-103005.000;51100.000;30117.500;1719308507819;
98615.735;98664.437;98634.088;402.844;797.453;402.478;59.475;389.302;-727.425;685.762;-279.380;811.544;-373.259;414.251;-829.478;-90.402;-417.362;269.437;-5722.500;19827.500;13615.000;43960.000;5670.000;-114187.500;43365.000;15085.000;112945.000;1190.000;-87.500;227.500;-103005.000;51100.000;30117.500;1719308507827;
98615.857;98664.164;98634.088;384.605;774.456;456.280;-97.966;298.473;-759.267;485.011;-201.605;653.188;-383.507;467.321;-737.368;-90.402;-417.362;269.437;-7507.500;21612.500;14000.000;40477.500;-8592.500;-155277.500;34230.000;21630.000;155855.000;1435.000;245.000;-70.000;-103005.000;51100.000;30117.500;1719308507879;
98615.857;98664.164;98634.088;333.121;788.303;422.669;-327.448;150.731;-835.151;375.150;-112.789;615.612;-378.261;478.545;-797.880;-90.402;-417.362;269.437;-1680.000;18410.000;12320.000;34685.000;14297.500;-187180.000;44905.000;-3570.000;187530.000;735.000;-105.000;-262.500;-103005.000;51100.000;30117.500;1719308507924;
98615.610;98664.153;98634.088;323.178;795.684;424.804;-397.964;107.360;-815.875;331.962;-90.890;663.985;-378.261;484.462;-768.234;-90.402;-417.362;269.437;-927.500;16712.500;10675.000;32340.000;31955.000;-212432.500;49875.000;-13247.500;199640.000;560.000;17.500;-52.500;-103005.000;51100.000;30117.500;1719308507932;
98615.610;98664.153;98634.088;323.178;795.684;424.804;-381.555;88.572;-823.256;171.471;33.428;717.360;-375.089;430.599;-816.912;-90.402;-417.362;269.437;-927.500;16712.500;10675.000;32865.000;36330.000;-224385.000;57312.500;-22820.000;223440.000;87.500;-140.000;140.000;-103005.000;51100.000;30117.500;1719308507939;
98615.610;98664.153;98633.735;319.823;833.443;417.850;-364.353;85.217;-769.576;85.278;71.797;764.574;-368.928;389.851;-831.064;-90.402;-417.362;269.437;2240.000;8767.500;3955.000;34282.500;42822.500;-242480.000;60392.500;-26565.000;232487.500;157.500;-87.500;297.500;-103005.000;51100.000;30117.500;1719308507977;
98615.610;98664.153;98633.735;351.726;820.572;436.394;-292.007;155.733;-766.892;-90.890;83.997;837.957;-364.963;408.517;-837.835;-90.402;-417.362;269.437;5092.500;2432.500;-455.000;36802.500;39585.000;-247922.500;61897.500;-20492.500;244195.000;525.000;17.500;-227.500;-103005.000;51100.000;30117.500;1719308507992;
98615.906;98663.849;98633.735;376.431;812.642;430.172;-341.051;119.438;-577.121;-275.049;51.850;780.129;-363.743;420.168;-825.696;-90.402;-417.362;269.437;4847.500;4147.500;-4357.500;32077.500;37852.500;-230842.500;57995.000;-22277.500;227447.500;1067.500;140.000;-70.000;-103005.000;51100.000;30117.500;1719308508014;
98615.906;98663.849;98633.981;370.392;821.975;425.963;-414.068;157.197;-505.141;-243.512;-84.302;941.352;-370.148;405.284;-832.711;-90.402;-417.362;269.437;5180.000;4095.000;-6825.000;28735.000;33285.000;-229932.500;45867.500;-17622.500;223807.500;682.500;-122.500;157.500;-103005.000;51100.000;30117.500;1719308508037;
98615.906;98663.849;98633.981;376.065;849.974;424.621;-784.704;205.326;-106.140;-294.691;-243.390;972.828;-371.063;394.304;-834.114;-90.402;-417.362;269.437;5582.500;3447.500;-9030.000;21805.000;-46882.500;-292285.000;4287.500;25847.500;233240.000;892.500;-17.500;0.000;-103005.000;51100.000;30117.500;1719308508059;
98615.906;98663.849;98633.981;388.448;854.671;409.676;-160.796;91.744;-129.137;-125.660;-33.733;110.410;-364.902;412.055;-837.286;-90.402;-417.362;269.437;5460.000;2782.500;-8697.500;-700.000;-42612.500;-355162.500;542.500;10675.000;184222.500;857.500;-52.500;-17.500;-103005.000;51100.000;30117.500;1719308508067;
